Apoyos,Votos,Comuna,Year,Categoria,Viabilidad
1,0,Comuna 4,2019',Movilidad y transito,Sin decidir
3,0,Comuna 11,2019',Movilidad y transito,Sin decidir
3,0,Toda la ciudad,2019',Seguridad,Sin decidir
4,0,Comuna 7,2019',Movilidad y transito,Sin decidir
3,0,Comuna 4,2019',Movilidad y transito,Sin decidir
0,0,Toda la ciudad,2019',Plazas y parques,Sin decidir
2,0,Comuna 7,2019',Movilidad y transito,Sin decidir
4,0,Toda la ciudad,2019',Educacion,Sin decidir
1,0,Toda la ciudad,2019',Educacion,Sin decidir
5,0,Toda la ciudad,2019',Educacion,Sin decidir
1,0,Toda la ciudad,2019',Movilidad y transito,Sin decidir
1,0,Comuna 10,2019',Seguridad,Sin decidir
0,0,Comuna 4,2019',Seguridad,Sin decidir
3,0,Toda la ciudad,2019',Movilidad y transito,Sin decidir
2,0,Comuna 2,2019',Plazas y parques,Sin decidir
1,0,Toda la ciudad,2019',Reciclado,Sin decidir
2,0,Toda la ciudad,2019',Seguridad,Sin decidir
2,214,Toda la ciudad,2019',Cultura,Viable
5,0,Comuna 14,2019',Seguridad,Sin decidir
0,0,Toda la ciudad,2019',Movilidad y transito,Sin decidir
0,0,Toda la ciudad,2019',Reciclado,Sin decidir
5,0,Toda la ciudad,2019',Mascotas,Sin decidir
9,0,Comuna 14,2019',Movilidad y transito,Sin decidir
2,0,Toda la ciudad,2019',Mascotas,Sin decidir
6,0,Toda la ciudad,2019',Mascotas,Sin decidir
0,0,Toda la ciudad,2019',Movilidad y transito,Sin decidir
3,0,Comuna 10,2019',Plazas y parques,Sin decidir
1,0,Toda la ciudad,2019',Movilidad y transito,Sin decidir
2,0,Comuna 4,2019',Seguridad,Sin decidir
2,0,Toda la ciudad,2019',Seguridad,Sin decidir
0,0,Comuna 11,2019',Plazas y parques,Sin decidir
1,0,Comuna 4,2019',Seguridad,Sin decidir
2,0,Comuna 10,2019',Movilidad y transito,Sin decidir
1,0,Toda la ciudad,2019',Movilidad y transito,Sin decidir
1,0,Toda la ciudad,2019',Mascotas,Sin decidir
5,0,Toda la ciudad,2019',Deportes y calidad de vida,Sin decidir
3,0,Toda la ciudad,2019',Movilidad y transito,Sin decidir
6,0,Toda la ciudad,2019',Mascotas,Sin decidir
0,0,Toda la ciudad,2019',Movilidad y transito,Sin decidir
4,0,Toda la ciudad,2019',Plazas y parques,Sin decidir
3,0,Comuna 3,2019',Seguridad,Sin decidir
5,0,Toda la ciudad,2019',Educacion,Sin decidir
3,0,Toda la ciudad,2019',Deportes y calidad de vida,Sin decidir
13,0,Comuna 13,2019',Movilidad y transito,Sin decidir
13,0,Comuna 13,2019',Movilidad y transito,Sin decidir
0,0,Toda la ciudad,2019',Seguridad,Sin decidir
3,0,Comuna 10,2019',Movilidad y transito,Sin decidir
1,0,Comuna 4,2019',Reciclado,Sin decidir
0,0,Comuna 10,2019',Movilidad y transito,Sin decidir
1,0,Toda la ciudad,2019',Seguridad,Sin decidir
3,0,Comuna 6,2019',Innovacion,Sin decidir
4,0,Toda la ciudad,2019',Deportes y calidad de vida,Sin decidir
4,0,Toda la ciudad,2019',Mascotas,Sin decidir
1,0,Comuna 4,2019',Seguridad,Sin decidir
3,0,Comuna 4,2019',Seguridad,Sin decidir
7,0,Toda la ciudad,2019',Mascotas,Sin decidir
1,0,Toda la ciudad,2019',Seguridad,Sin decidir
1,0,Toda la ciudad,2019',Innovacion,Sin decidir
0,0,Comuna 11,2019',Movilidad y transito,Sin decidir
1,0,Toda la ciudad,2019',Seguridad,Sin decidir
1,0,Toda la ciudad,2019',Educacion,Sin decidir
1,0,Comuna 4,2019',Reciclado,Sin decidir
14,0,Comuna 11,2019',Ferias y Mercados,Sin decidir
5,0,Comuna 11,2019',Movilidad y transito,Sin decidir
0,0,Toda la ciudad,2019',Deportes y calidad de vida,Sin decidir
2,0,Toda la ciudad,2019',Reciclado,Sin decidir
4,0,Toda la ciudad,2019',Deportes y calidad de vida,Sin decidir
11,0,Comuna 4,2019',Cultura,Sin decidir
3,0,Toda la ciudad,2019',Seguridad,Sin decidir
1,0,Toda la ciudad,2019',Seguridad,Sin decidir
3,0,Toda la ciudad,2019',Reciclado,Sin decidir
0,0,Toda la ciudad,2019',Reciclado,Sin decidir
4,0,Toda la ciudad,2019',Seguridad,Sin decidir
1,0,Toda la ciudad,2019',Educacion,Sin decidir
4,0,Toda la ciudad,2019',Innovacion,Sin decidir
10,0,Comuna 11,2019',Seguridad,Sin decidir
0,0,Toda la ciudad,2019',Plazas y parques,Sin decidir
5,0,Toda la ciudad,2019',Arte urbano,Sin decidir
2,0,Comuna 15,2019',Seguridad,Sin decidir
0,0,Toda la ciudad,2019',Seguridad,Sin decidir
2,0,Comuna 11,2019',Reciclado,Sin decidir
1,0,Comuna 15,2019',Movilidad y transito,Sin decidir
6,0,Comuna 15,2019',Seguridad,Sin decidir
7,0,Comuna 11,2019',Mascotas,Sin decidir
9,0,Comuna 11,2019',Seguridad,Sin decidir
3,0,Comuna 12,2019',Reciclado,Sin decidir
5,0,Comuna 12,2019',Seguridad,Sin decidir
10,0,Comuna 13,2019',Seguridad,Sin decidir
1,0,Comuna 12,2019',Movilidad y transito,Sin decidir
5,0,Comuna 11,2019',Seguridad,Sin decidir
2,0,Comuna 12,2019',Seguridad,Sin decidir
5,0,Toda la ciudad,2019',Educacion,Sin decidir
6,0,Comuna 12,2019',Movilidad y transito,Sin decidir
1,0,Comuna 3,2019',Seguridad,Sin decidir
3,0,Comuna 12,2019',Seguridad,Sin decidir
0,0,Toda la ciudad,2019',Seguridad,Sin decidir
10,0,Comuna 14,2019',Reciclado,Sin decidir
2,0,Comuna 11,2019',Movilidad y transito,Sin decidir
12,104,Comuna 4,2019',Movilidad y transito,Viable
2,0,Toda la ciudad,2019',Innovacion,Sin decidir
3,0,Toda la ciudad,2019',Reciclado,Sin decidir
12,0,Comuna 4,2019',Ferias y Mercados,Sin decidir
1,0,Toda la ciudad,2019',Plazas y parques,Sin decidir
2,0,Comuna 7,2019',Seguridad,Sin decidir
1,0,Toda la ciudad,2019',Seguridad,Sin decidir
0,0,Toda la ciudad,2019',Seguridad,Sin decidir
5,0,Comuna 1,2019',Reciclado,Sin decidir
4,0,Comuna 11,2019',Movilidad y transito,Sin decidir
3,0,Comuna 3,2019',Seguridad,Sin decidir
0,0,Toda la ciudad,2019',Educacion,Sin decidir
1,0,Comuna 7,2019',Seguridad,Sin decidir
2,0,Comuna 4,2019',Seguridad,Sin decidir
5,0,Comuna 2,2019',Seguridad,Sin decidir
0,0,Toda la ciudad,2019',Seguridad,Sin decidir
4,0,Comuna 11,2019',Seguridad,Sin decidir
1,0,Toda la ciudad,2019',Innovacion,Sin decidir
0,0,Comuna 4,2019',Seguridad,Sin decidir
4,0,Comuna 11,2019',Ferias y Mercados,Sin decidir
2,0,Toda la ciudad,2019',Movilidad y transito,Sin decidir
1,0,Toda la ciudad,2019',Reciclado,Sin decidir
6,134,Comuna 1,2019',Seguridad,Viable
2,0,Comuna 9,2019',Movilidad y transito,Sin decidir
5,0,Comuna 4,2019',Seguridad,Sin decidir
4,0,Comuna 12,2019',Mascotas,Sin decidir
3,0,Toda la ciudad,2019',Movilidad y transito,Sin decidir
3,0,Comuna 12,2019',Seguridad,Sin decidir
3,0,Comuna 7,2019',Movilidad y transito,Sin decidir
4,0,Comuna 6,2019',Seguridad,Sin decidir
1,0,Comuna 3,2019',Movilidad y transito,Sin decidir
2,0,Comuna 10,2019',Seguridad,Sin decidir
12,0,Comuna 12,2019',Mascotas,Sin decidir
0,0,Comuna 7,2019',Seguridad,Sin decidir
0,0,Comuna 6,2019',Seguridad,Sin decidir
3,0,Toda la ciudad,2019',Seguridad,Sin decidir
3,0,Comuna 12,2019',Seguridad,Sin decidir
3,0,Toda la ciudad,2019',Plazas y parques,Sin decidir
5,0,Comuna 1,2019',Innovacion,Sin decidir
8,0,Toda la ciudad,2019',Movilidad y transito,Sin decidir
2,0,Comuna 3,2019',Plazas y parques,Sin decidir
4,0,Toda la ciudad,2019',Reciclado,Sin decidir
8,0,Comuna 12,2019',Cultura,Sin decidir
1,0,Toda la ciudad,2019',Plazas y parques,Sin decidir
3,0,Comuna 7,2019',Plazas y parques,Sin decidir
0,0,Toda la ciudad,2019',Plazas y parques,Sin decidir
3,0,Toda la ciudad,2019',Educacion,Sin decidir
1,0,Toda la ciudad,2019',Seguridad,Sin decidir
1,0,Comuna 8,2019',Innovacion,Sin decidir
4,0,Comuna 4,2019',Seguridad,Sin decidir
2,0,Toda la ciudad,2019',Seguridad,Sin decidir
5,0,Comuna 15,2019',Reciclado,Sin decidir
2,0,Comuna 7,2019',Seguridad,Sin decidir
3,0,Toda la ciudad,2019',Seguridad,Sin decidir
0,0,Toda la ciudad,2019',Seguridad,Sin decidir
14,0,Comuna 6,2019',Seguridad,Sin decidir
1,0,Toda la ciudad,2019',Educacion,Sin decidir
1,0,Toda la ciudad,2019',Educacion,Sin decidir
1,0,Comuna 7,2019',Seguridad,Sin decidir
7,0,Comuna 7,2019',Ferias y Mercados,Sin decidir
1,0,Toda la ciudad,2019',Seguridad,Sin decidir
1,0,Comuna 4,2019',Mascotas,Sin decidir
3,0,Toda la ciudad,2019',Movilidad y transito,Sin decidir
1,0,Toda la ciudad,2019',Movilidad y transito,Sin decidir
4,0,Comuna 4,2019',Movilidad y transito,Sin decidir
2,0,Toda la ciudad,2019',Seguridad,Sin decidir
0,0,Toda la ciudad,2019',Movilidad y transito,Sin decidir
9,0,Comuna 7,2019',Mascotas,Sin decidir
1,0,Toda la ciudad,2019',Movilidad y transito,Sin decidir
1,0,Comuna 7,2019',Reciclado,Sin decidir
2,0,Toda la ciudad,2019',Reciclado,Sin decidir
1,0,Toda la ciudad,2019',Movilidad y transito,Sin decidir
3,0,Comuna 1,2019',Seguridad,Sin decidir
4,0,Toda la ciudad,2019',Reciclado,Sin decidir
3,0,Comuna 7,2019',Plazas y parques,Sin decidir
4,0,Toda la ciudad,2019',Ferias y Mercados,Sin decidir
0,0,Toda la ciudad,2019',Seguridad,Sin decidir
4,0,Comuna 8,2019',Mascotas,Sin decidir
5,0,Toda la ciudad,2019',Movilidad y transito,Sin decidir
11,0,Comuna 1,2019',Movilidad y transito,Sin decidir
0,0,Toda la ciudad,2019',Plazas y parques,Sin decidir
5,0,Comuna 8,2019',Seguridad,Sin decidir
4,0,Comuna 3,2019',Innovacion,Sin decidir
3,0,Toda la ciudad,2019',Reciclado,Sin decidir
2,0,Comuna 8,2019',Innovacion,Sin decidir
2,0,Toda la ciudad,2019',Reciclado,Sin decidir
2,0,Toda la ciudad,2019',Reciclado,Sin decidir
3,0,Toda la ciudad,2019',Movilidad y transito,Sin decidir
1,0,Toda la ciudad,2019',Movilidad y transito,Sin decidir
17,37,Comuna 3,2019',Arte urbano,Viable
4,0,Toda la ciudad,2019',Seguridad,Sin decidir
2,0,Toda la ciudad,2019',Movilidad y transito,Sin decidir
4,0,Toda la ciudad,2019',Educacion,Sin decidir
3,0,Toda la ciudad,2019',Innovacion,Sin decidir
0,0,Toda la ciudad,2019',Reciclado,Sin decidir
9,0,Comuna 1,2019',Cultura,Sin decidir
0,0,Toda la ciudad,2019',Seguridad,Sin decidir
2,0,Toda la ciudad,2019',Seguridad,Sin decidir
0,0,Toda la ciudad,2019',Reciclado,Sin decidir
3,0,Comuna 5,2019',Movilidad y transito,Sin decidir
1,0,Comuna 11,2019',Plazas y parques,Sin decidir
3,0,Comuna 1,2019',Seguridad,Sin decidir
2,0,Comuna 7,2019',Seguridad,Sin decidir
2,0,Toda la ciudad,2019',Innovacion,Sin decidir
2,0,Toda la ciudad,2019',Seguridad,Sin decidir
2,0,Toda la ciudad,2019',Deportes y calidad de vida,Sin decidir
8,0,Comuna 7,2019',Ferias y Mercados,Sin decidir
7,0,Comuna 13,2019',Movilidad y transito,Sin decidir
1,0,Comuna 10,2019',Seguridad,Sin decidir
4,0,Comuna 7,2019',Deportes y calidad de vida,Sin decidir
2,0,Comuna 10,2019',Reciclado,Sin decidir
5,0,Comuna 7,2019',Deportes y calidad de vida,Sin decidir
6,0,Comuna 5,2019',Movilidad y transito,Sin decidir
2,0,Comuna 13,2019',Movilidad y transito,Sin decidir
1,0,Toda la ciudad,2019',Seguridad,Sin decidir
1,0,Toda la ciudad,2019',Seguridad,Sin decidir
2,0,Toda la ciudad,2019',Seguridad,Sin decidir
2,0,Toda la ciudad,2019',Plazas y parques,Sin decidir
18,0,Toda la ciudad,2019',Mascotas,Sin decidir
0,0,Toda la ciudad,2019',Seguridad,Sin decidir
7,0,Toda la ciudad,2019',Mascotas,Sin decidir
3,0,Toda la ciudad,2019',Educacion,Sin decidir
3,0,Toda la ciudad,2019',Innovacion,Sin decidir
2,0,Toda la ciudad,2019',Deportes y calidad de vida,Sin decidir
2,0,Toda la ciudad,2019',Innovacion,Sin decidir
5,0,Comuna 6,2019',Plazas y parques,Sin decidir
6,0,Comuna 1,2019',Seguridad,Sin decidir
7,0,Comuna 6,2019',Reciclado,Sin decidir
4,0,Comuna 15,2019',Reciclado,Sin decidir
4,0,Toda la ciudad,2019',Seguridad,Sin decidir
0,0,Toda la ciudad,2019',Seguridad,Sin decidir
0,0,Toda la ciudad,2019',Seguridad,Sin decidir
4,0,Toda la ciudad,2019',Movilidad y transito,Sin decidir
1,0,Comuna 3,2019',Movilidad y transito,Sin decidir
2,0,Toda la ciudad,2019',Reciclado,Sin decidir
8,0,Comuna 6,2019',Reciclado,Sin decidir
2,0,Toda la ciudad,2019',Seguridad,Sin decidir
1,0,Toda la ciudad,2019',Educacion,Sin decidir
3,0,Comuna 12,2019',Movilidad y transito,Sin decidir
2,0,Toda la ciudad,2019',Seguridad,Sin decidir
1,0,Comuna 4,2019',Seguridad,Sin decidir
0,0,Comuna 12,2019',Seguridad,Sin decidir
18,65,Comuna 5,2019',Movilidad y transito,Viable
1,0,Comuna 12,2019',Movilidad y transito,Sin decidir
4,0,Comuna 9,2019',Movilidad y transito,Sin decidir
4,0,Toda la ciudad,2019',Educacion,Sin decidir
0,0,Toda la ciudad,2019',Seguridad,Sin decidir
1,0,Toda la ciudad,2019',Educacion,Sin decidir
3,0,Toda la ciudad,2019',Reciclado,Sin decidir
1,0,Toda la ciudad,2019',Innovacion,Sin decidir
10,0,Comuna 11,2019',Plazas y parques,Sin decidir
3,0,Toda la ciudad,2019',Educacion,Sin decidir
1,0,Comuna 11,2019',Plazas y parques,Sin decidir
0,0,Comuna 14,2019',Reciclado,Sin decidir
4,0,Toda la ciudad,2019',Educacion,Sin decidir
4,0,Toda la ciudad,2019',Seguridad,Sin decidir
2,0,Comuna 7,2019',Movilidad y transito,Sin decidir
3,0,Toda la ciudad,2019',Reciclado,Sin decidir
2,0,Toda la ciudad,2019',Educacion,Sin decidir
1,0,Toda la ciudad,2019',Movilidad y transito,Sin decidir
2,0,Toda la ciudad,2019',Movilidad y transito,Sin decidir
1,0,Comuna 6,2019',Movilidad y transito,Sin decidir
4,0,Comuna 14,2019',Plazas y parques,Sin decidir
7,0,Toda la ciudad,2019',Educacion,Sin decidir
1,0,Comuna 15,2019',Seguridad,Sin decidir
5,0,Comuna 14,2019',Plazas y parques,Sin decidir
1,0,Toda la ciudad,2019',Ferias y Mercados,Sin decidir
10,0,Comuna 6,2019',Reciclado,Sin decidir
0,0,Toda la ciudad,2019',Reciclado,Sin decidir
3,0,Comuna 6,2019',Ferias y Mercados,Sin decidir
1,0,Toda la ciudad,2019',Movilidad y transito,Sin decidir
2,0,Toda la ciudad,2019',Innovacion,Sin decidir
1,0,Toda la ciudad,2019',Seguridad,Sin decidir
2,0,Toda la ciudad,2019',Seguridad,Sin decidir
2,0,Toda la ciudad,2019',Deportes y calidad de vida,Sin decidir
2,0,Toda la ciudad,2019',Movilidad y transito,Sin decidir
7,0,Comuna 11,2019',Movilidad y transito,Sin decidir
1,0,Toda la ciudad,2019',Seguridad,Sin decidir
0,0,Toda la ciudad,2019',Movilidad y transito,Sin decidir
4,0,Comuna 6,2019',Seguridad,Sin decidir
2,0,Toda la ciudad,2019',Seguridad,Sin decidir
6,0,Toda la ciudad,2019',Movilidad y transito,Sin decidir
0,0,Toda la ciudad,2019',Movilidad y transito,Sin decidir
2,0,Toda la ciudad,2019',Educacion,Sin decidir
5,0,Toda la ciudad,2019',Deportes y calidad de vida,Sin decidir
4,0,Toda la ciudad,2019',Seguridad,Sin decidir
2,0,Comuna 12,2019',Seguridad,Sin decidir
4,0,Toda la ciudad,2019',Seguridad,Sin decidir
3,0,Comuna 6,2019',Movilidad y transito,Sin decidir
2,0,Comuna 8,2019',Seguridad,Sin decidir
7,0,Comuna 1,2019',Deportes y calidad de vida,Sin decidir
1,0,Toda la ciudad,2019',Reciclado,Sin decidir
3,0,Toda la ciudad,2019',Movilidad y transito,Sin decidir
3,0,Toda la ciudad,2019',Educacion,Sin decidir
1,0,Toda la ciudad,2019',Reciclado,Sin decidir
4,0,Toda la ciudad,2019',Reciclado,Sin decidir
1,0,Toda la ciudad,2019',Reciclado,Sin decidir
5,0,Toda la ciudad,2019',Deportes y calidad de vida,Sin decidir
8,0,Comuna 6,2019',Movilidad y transito,Sin decidir
3,0,Toda la ciudad,2019',Cultura,Sin decidir
0,0,Comuna 8,2019',Reciclado,Sin decidir
5,0,Toda la ciudad,2019',Seguridad,Sin decidir
3,0,Toda la ciudad,2019',Seguridad,Sin decidir
0,0,Toda la ciudad,2019',Reciclado,Sin decidir
1,0,Toda la ciudad,2019',Innovacion,Sin decidir
0,0,Toda la ciudad,2019',Seguridad,Sin decidir
1,0,Comuna 9,2019',Ferias y Mercados,Sin decidir
7,0,Comuna 1,2019',Movilidad y transito,Sin decidir
6,0,Comuna 14,2019',Seguridad,Sin decidir
1,0,Toda la ciudad,2019',Seguridad,Sin decidir
3,0,Toda la ciudad,2019',Mascotas,Sin decidir
2,0,Comuna 12,2019',Seguridad,Sin decidir
0,0,Comuna 8,2019',Reciclado,Sin decidir
1,0,Toda la ciudad,2019',Mascotas,Sin decidir
2,0,Toda la ciudad,2019',Cultura,Sin decidir
2,0,Toda la ciudad,2019',Deportes y calidad de vida,Sin decidir
0,0,Comuna 7,2019',Seguridad,Sin decidir
3,0,Toda la ciudad,2019',Movilidad y transito,Sin decidir
0,0,Toda la ciudad,2019',Seguridad,Sin decidir
0,0,Toda la ciudad,2019',Movilidad y transito,Sin decidir
5,0,Comuna 1,2019',Seguridad,Sin decidir
0,0,Comuna 3,2019',Seguridad,Sin decidir
1,0,Comuna 7,2019',Movilidad y transito,Sin decidir
6,0,Toda la ciudad,2019',Ferias y Mercados,Sin decidir
1,0,Comuna 9,2019',Seguridad,Sin decidir
3,0,Toda la ciudad,2019',Arte urbano,Sin decidir
8,0,Comuna 7,2019',Ferias y Mercados,Sin decidir
1,0,Comuna 8,2019',Seguridad,Sin decidir
6,0,Comuna 6,2019',Plazas y parques,Sin decidir
8,0,Comuna 4,2019',Movilidad y transito,Sin decidir
8,0,Comuna 4,2019',Arte urbano,Sin decidir
10,0,Comuna 1,2019',Movilidad y transito,Sin decidir
2,0,Toda la ciudad,2019',Educacion,Sin decidir
7,0,Comuna 1,2019',Movilidad y transito,Sin decidir
1,0,Comuna 4,2019',Seguridad,Sin decidir
4,0,Comuna 6,2019',Movilidad y transito,Sin decidir
7,0,Comuna 1,2019',Reciclado,Sin decidir
12,0,Comuna 6,2019',Movilidad y transito,Sin decidir
3,0,Toda la ciudad,2019',Innovacion,Sin decidir
6,0,Comuna 1,2019',Plazas y parques,Sin decidir
6,0,Toda la ciudad,2019',Innovacion,Sin decidir
1,0,Toda la ciudad,2019',Seguridad,Sin decidir
4,0,Toda la ciudad,2019',Innovacion,Sin decidir
1,0,Comuna 6,2019',Movilidad y transito,Sin decidir
2,0,Comuna 9,2019',Movilidad y transito,Sin decidir
2,0,Toda la ciudad,2019',Movilidad y transito,Sin decidir
1,0,Toda la ciudad,2019',Movilidad y transito,Sin decidir
5,0,Comuna 6,2019',Ferias y Mercados,Sin decidir
0,0,Toda la ciudad,2019',Seguridad,Sin decidir
3,0,Comuna 4,2019',Deportes y calidad de vida,Sin decidir
4,0,Toda la ciudad,2019',Innovacion,Sin decidir
5,0,Comuna 2,2019',Seguridad,Sin decidir
1,0,Toda la ciudad,2019',Seguridad,Sin decidir
4,0,Comuna 6,2019',Mascotas,Sin decidir
13,0,Comuna 6,2019',Plazas y parques,Sin decidir
0,0,Toda la ciudad,2019',Movilidad y transito,Sin decidir
7,0,Comuna 6,2019',Deportes y calidad de vida,Sin decidir
6,0,Comuna 6,2019',Seguridad,Sin decidir
6,0,Comuna 1,2019',Innovacion,Sin decidir
2,0,Toda la ciudad,2019',Seguridad,Sin decidir
12,0,Comuna 6,2019',Educacion,Sin decidir
6,0,Comuna 12,2019',Movilidad y transito,Sin decidir
0,0,Toda la ciudad,2019',Reciclado,Sin decidir
1,0,Toda la ciudad,2019',Reciclado,Sin decidir
4,0,Comuna 8,2019',Plazas y parques,Sin decidir
4,0,Comuna 1,2019',Seguridad,Sin decidir
0,0,Toda la ciudad,2019',Innovacion,Sin decidir
17,0,Comuna 4,2019',Movilidad y transito,Sin decidir
7,0,Comuna 6,2019',Movilidad y transito,Sin decidir
1,0,Toda la ciudad,2019',Seguridad,Sin decidir
3,0,Comuna 4,2019',Seguridad,Sin decidir
1,0,Toda la ciudad,2019',Seguridad,Sin decidir
3,0,Toda la ciudad,2019',Reciclado,Sin decidir
0,0,Toda la ciudad,2019',Reciclado,Sin decidir
1,0,Toda la ciudad,2019',Plazas y parques,Sin decidir
1,0,Toda la ciudad,2019',Seguridad,Sin decidir
6,0,Comuna 6,2019',Movilidad y transito,Sin decidir
0,0,Toda la ciudad,2019',Movilidad y transito,Sin decidir
2,0,Toda la ciudad,2019',Reciclado,Sin decidir
2,0,Toda la ciudad,2019',Seguridad,Sin decidir
0,0,Toda la ciudad,2019',Seguridad,Sin decidir
0,0,Toda la ciudad,2019',Movilidad y transito,Sin decidir
3,0,Toda la ciudad,2019',Arte urbano,Sin decidir
4,0,Comuna 6,2019',Movilidad y transito,Sin decidir
0,0,Comuna 1,2019',Movilidad y transito,Sin decidir
6,0,Comuna 14,2019',Seguridad,Sin decidir
2,0,Toda la ciudad,2019',Educacion,Sin decidir
2,0,Toda la ciudad,2019',Seguridad,Sin decidir
0,0,Comuna 6,2019',Movilidad y transito,Sin decidir
3,0,Toda la ciudad,2019',Reciclado,Sin decidir
5,0,Comuna 14,2019',Seguridad,Sin decidir
0,0,Comuna 13,2019',Plazas y parques,Sin decidir
0,0,Toda la ciudad,2019',Reciclado,Sin decidir
10,0,Toda la ciudad,2019',Mascotas,Sin decidir
16,0,Comuna 14,2019',Movilidad y transito,Sin decidir
2,0,Comuna 4,2019',Movilidad y transito,Sin decidir
5,0,Toda la ciudad,2019',Movilidad y transito,Sin decidir
3,0,Comuna 4,2019',Movilidad y transito,Sin decidir
1,0,Toda la ciudad,2019',Movilidad y transito,Sin decidir
2,0,Toda la ciudad,2019',Reciclado,Sin decidir
4,0,Comuna 6,2019',Seguridad,Sin decidir
4,0,Toda la ciudad,2019',Plazas y parques,Sin decidir
8,0,Comuna 14,2019',Plazas y parques,Sin decidir
3,0,Comuna 12,2019',Movilidad y transito,Sin decidir
12,0,Comuna 6,2019',Reciclado,Sin decidir
0,0,Toda la ciudad,2019',Innovacion,Sin decidir
0,0,Toda la ciudad,2019',Seguridad,Sin decidir
1,0,Toda la ciudad,2019',Seguridad,Sin decidir
3,57,Comuna 14,2019',Plazas y parques,Viable
6,0,Toda la ciudad,2019',Mascotas,Sin decidir
1,0,Toda la ciudad,2019',Seguridad,Sin decidir
5,0,Toda la ciudad,2019',Reciclado,Sin decidir
15,0,Toda la ciudad,2019',Mascotas,Sin decidir
11,0,Toda la ciudad,2019',Mascotas,Sin decidir
1,0,Toda la ciudad,2019',Reciclado,Sin decidir
0,0,Toda la ciudad,2019',Reciclado,Sin decidir
0,0,Toda la ciudad,2019',Reciclado,Sin decidir
20,0,Comuna 6,2019',Mascotas,Sin decidir
2,0,Toda la ciudad,2019',Deportes y calidad de vida,Sin decidir
1,0,Toda la ciudad,2019',Movilidad y transito,Sin decidir
18,0,Comuna 14,2019',Innovacion,Sin decidir
1,0,Toda la ciudad,2019',Plazas y parques,Sin decidir
2,0,Comuna 4,2019',Plazas y parques,Sin decidir
3,0,Toda la ciudad,2019',Educacion,Sin decidir
0,0,Toda la ciudad,2019',Movilidad y transito,Sin decidir
12,0,Toda la ciudad,2019',Mascotas,Sin decidir
1,0,Toda la ciudad,2019',Innovacion,Sin decidir
3,0,Toda la ciudad,2019',Movilidad y transito,Sin decidir
0,0,Toda la ciudad,2019',Plazas y parques,Sin decidir
1,0,Toda la ciudad,2019',Mascotas,Sin decidir
5,0,Comuna 14,2019',Seguridad,Sin decidir
1,0,Comuna 3,2019',Deportes y calidad de vida,Sin decidir
4,0,Toda la ciudad,2019',Educacion,Sin decidir
2,0,Toda la ciudad,2019',Reciclado,Sin decidir
2,0,Toda la ciudad,2019',Seguridad,Sin decidir
3,0,Toda la ciudad,2019',Movilidad y transito,Sin decidir
4,0,Toda la ciudad,2019',Plazas y parques,Sin decidir
1,0,Toda la ciudad,2019',Arte urbano,Sin decidir
3,0,Comuna 9,2019',Seguridad,Sin decidir
6,0,Toda la ciudad,2019',Arte urbano,Sin decidir
2,0,Toda la ciudad,2019',Movilidad y transito,Sin decidir
2,0,Toda la ciudad,2019',Ferias y Mercados,Sin decidir
1,0,Comuna 9,2019',Reciclado,Sin decidir
1,0,Toda la ciudad,2019',Reciclado,Sin decidir
8,0,Comuna 6,2019',Seguridad,Sin decidir
11,0,Comuna 13,2019',Educacion,Sin decidir
6,0,Comuna 14,2019',Seguridad,Sin decidir
2,0,Comuna 15,2019',Seguridad,Sin decidir
7,0,Comuna 12,2019',Plazas y parques,Sin decidir
0,0,Comuna 3,2019',Seguridad,Sin decidir
0,0,Toda la ciudad,2019',Reciclado,Sin decidir
2,0,Comuna 3,2019',Movilidad y transito,Sin decidir
4,0,Comuna 12,2019',Plazas y parques,Sin decidir
1,0,Toda la ciudad,2019',Seguridad,Sin decidir
2,146,Comuna 10,2019',Seguridad,Viable
1,0,Toda la ciudad,2019',Seguridad,Sin decidir
3,0,Toda la ciudad,2019',Educacion,Sin decidir
5,0,Comuna 12,2019',Plazas y parques,Sin decidir
1,0,Comuna 7,2019',Movilidad y transito,Sin decidir
11,0,Comuna 13,2019',Innovacion,Sin decidir
1,0,Comuna 8,2019',Reciclado,Sin decidir
2,0,Comuna 3,2019',Seguridad,Sin decidir
1,0,Comuna 4,2019',Plazas y parques,Sin decidir
3,0,Comuna 3,2019',Seguridad,Sin decidir
10,0,Comuna 1,2019',Movilidad y transito,Sin decidir
3,0,Comuna 5,2019',Movilidad y transito,Sin decidir
0,0,Comuna 12,2019',Movilidad y transito,Sin decidir
1,0,Comuna 12,2019',Movilidad y transito,Sin decidir
3,0,Toda la ciudad,2019',Movilidad y transito,Sin decidir
7,0,Toda la ciudad,2019',Deportes y calidad de vida,Sin decidir
2,0,Toda la ciudad,2019',Movilidad y transito,Sin decidir
18,0,Comuna 13,2019',Educacion,Sin decidir
6,0,Toda la ciudad,2019',Educacion,Sin decidir
0,0,Comuna 10,2019',Seguridad,Sin decidir
3,0,Comuna 15,2019',Movilidad y transito,Sin decidir
12,0,Toda la ciudad,2019',Mascotas,Sin decidir
22,0,Toda la ciudad,2019',Mascotas,Sin decidir
22,0,Toda la ciudad,2019',Innovacion,Sin decidir
2,0,Toda la ciudad,2019',Deportes y calidad de vida,Sin decidir
3,0,Toda la ciudad,2019',Seguridad,Sin decidir
